,comment,currency,amount,text_length,text_wordcount,tokenized_comment,token_lem,token_pstem,cleaned_lem,cleaned_pstem,cluster,x0,x1,cluster1,x0_1,x1_1
586,help when you can,SGD,20000,17.0,4.0,"['help', 'when', 'you', 'can']","['help', 'when', 'you', 'can']","['help', 'when', 'you', 'can']",help when you can,help when you can,0,-0.0373134052579872,-0.01937314478888191,0,-0.11088799687211005,-0.21522336475909576
587,#WeCareWeShare,MYR,20000,14.0,1.0,['wecareweshare'],['wecareweshare'],['wecareweshar'],wecareweshare,wecareweshar,0,-0.0373134052579872,-0.01937314478888191,0,-0.11088799687211005,-0.21522336475909576
589,Wish you recover soon...,SGD,2000,24.0,4.0,"['wish', 'you', 'recover', 'soon']","['wish', 'you', 'recover', 'soon']","['wish', 'you', 'recov', 'soon']",wish you recover soon,wish you recov soon,0,-0.04829165662579508,0.22289609837233684,0,-0.10043896577528148,-0.01413988902897334
590,Thank you for those who make efforts to improve the life of the children,SGD,5000,72.0,14.0,"['thank', 'you', 'for', 'those', 'who', 'make', 'efforts', 'to', 'improve', 'the', 'life', 'of', 'the', 'children']","['thank', 'you', 'for', 'those', 'who', 'make', 'effort', 'to', 'improve', 'the', 'life', 'of', 'the', 'child']","['thank', 'you', 'for', 'those', 'who', 'make', 'effort', 'to', 'improv', 'the', 'life', 'of', 'the', 'children']",thank you for those who make effort to improve the life of the child,thank you for those who make effort to improv the life of the children,0,-0.07911711650228945,-0.05576090900801086,0,-0.2010570213820578,-0.20600014206883052
591,I just wish to help lighthen the burden on medical bill. Hope for his recovery.,SGD,5000,79.0,15.0,"['i', 'just', 'wish', 'to', 'help', 'lighthen', 'the', 'burden', 'on', 'medical', 'bill', 'hope', 'for', 'his', 'recovery']","['i', 'just', 'wish', 'to', 'help', 'lighthen', 'the', 'burden', 'on', 'medical', 'bill', 'hope', 'for', 'his', 'recovery']","['i', 'just', 'wish', 'to', 'help', 'lighthen', 'the', 'burden', 'on', 'medic', 'bill', 'hope', 'for', 'hi', 'recoveri']",i just wish to help lighthen the burden on medical bill hope for his recovery,i just wish to help lighthen the burden on medic bill hope for hi recoveri,3,-0.05182007064818076,0.34402800499246167,0,-0.17886564243046185,0.39352698921961854
592,wish recover as soon as can,SGD,5000,27.0,6.0,"['wish', 'recover', 'as', 'soon', 'as', 'can']","['wish', 'recover', 'a', 'soon', 'a', 'can']","['wish', 'recov', 'as', 'soon', 'as', 'can']",wish recover a soon a can,wish recov as soon as can,0,-0.04829165662579508,0.22289609837233684,0,-0.10043896577528148,-0.01413988902897334
593,It is the least I can do.,SGD,5000,25.0,7.0,"['it', 'is', 'the', 'least', 'i', 'can', 'do']","['it', 'is', 'the', 'least', 'i', 'can', 'do']","['it', 'is', 'the', 'least', 'i', 'can', 'do']",it is the least i can do,it is the least i can do,0,-0.0373134052579872,-0.01937314478888191,0,-0.11088799687211005,-0.21522336475909576
595,It will appears on my fb page and I feel obliged to do so.,MYR,10000,58.0,14.0,"['it', 'will', 'appears', 'on', 'my', 'fb', 'page', 'and', 'i', 'feel', 'obliged', 'to', 'do', 'so']","['it', 'will', 'appears', 'on', 'my', 'fb', 'page', 'and', 'i', 'feel', 'obliged', 'to', 'do', 'so']","['it', 'will', 'appear', 'on', 'my', 'fb', 'page', 'and', 'i', 'feel', 'oblig', 'to', 'do', 'so']",it will appears on my fb page and i feel obliged to do so,it will appear on my fb page and i feel oblig to do so,0,-0.04519035918185395,-0.020059135517109247,0,-0.11379546188457201,-0.2199130448284632
596,Giving back to society especially to individuals with special needs.,SGD,5000,68.0,10.0,"['giving', 'back', 'to', 'society', 'especially', 'to', 'individuals', 'with', 'special', 'needs']","['giving', 'back', 'to', 'society', 'especially', 'to', 'individual', 'with', 'special', 'need']","['give', 'back', 'to', 'societi', 'especi', 'to', 'individu', 'with', 'special', 'need']",giving back to society especially to individual with special need,give back to societi especi to individu with special need,2,-0.08975230966580212,-0.1486492908080473,0,-0.1760081308760112,-0.29644190197658643
597,Helping each other.,SGD,2000,19.0,3.0,"['helping', 'each', 'other']","['helping', 'each', 'other']","['help', 'each', 'other']",helping each other,help each other,0,-0.0622866266022644,-0.06098151669919503,0,-0.12981294832151277,-0.2429948078507885
598,Hoping this little contribution can help a child get healthy.,MYR,8000,61.0,10.0,"['hoping', 'this', 'little', 'contribution', 'can', 'help', 'a', 'child', 'get', 'healthy']","['hoping', 'this', 'little', 'contribution', 'can', 'help', 'a', 'child', 'get', 'healthy']","['hope', 'thi', 'littl', 'contribut', 'can', 'help', 'a', 'child', 'get', 'healthi']",hoping this little contribution can help a child get healthy,hope thi littl contribut can help a child get healthi,0,0.13149452289197858,-0.01572416640720071,0,0.5000966105889012,0.028210622046488436
599,"Hope for a smooth recovery for him, his family still much needed his support....",SGD,5000,80.0,14.0,"['hope', 'for', 'a', 'smooth', 'recovery', 'for', 'him', 'his', 'family', 'still', 'much', 'needed', 'his', 'support']","['hope', 'for', 'a', 'smooth', 'recovery', 'for', 'him', 'his', 'family', 'still', 'much', 'needed', 'his', 'support']","['hope', 'for', 'a', 'smooth', 'recoveri', 'for', 'him', 'hi', 'famili', 'still', 'much', 'need', 'hi', 'support']",hope for a smooth recovery for him his family still much needed his support,hope for a smooth recoveri for him hi famili still much need hi support,0,-0.10073295808538923,0.15242673655901187,0,-0.30647262602031905,0.4744856183154589
602,"Praying for his soonest recovery! 
Om SaiRam!",SGD,25000,45.0,7.0,"['praying', 'for', 'his', 'soonest', 'recovery', 'om', 'sairam']","['praying', 'for', 'his', 'soonest', 'recovery', 'om', 'sairam']","['pray', 'for', 'hi', 'soonest', 'recoveri', 'om', 'sairam']",praying for his soonest recovery om sairam,pray for hi soonest recoveri om sairam,3,-0.07263547840417987,0.2888561669143397,0,-0.18704795712413533,0.26579383667248446
603,I want to help poor people with no food in the village,SGD,25000,54.0,12.0,"['i', 'want', 'to', 'help', 'poor', 'people', 'with', 'no', 'food', 'in', 'the', 'village']","['i', 'want', 'to', 'help', 'poor', 'people', 'with', 'no', 'food', 'in', 'the', 'village']","['i', 'want', 'to', 'help', 'poor', 'peopl', 'with', 'no', 'food', 'in', 'the', 'villag']",i want to help poor people with no food in the village,i want to help poor peopl with no food in the villag,2,-0.13037588614970835,-0.2083409789685063,0,-0.21629881703565626,-0.2821087834817401
604,For India,SGD,500,9.0,2.0,"['for', 'india']","['for', 'india']","['for', 'india']",for india,for india,0,-0.054364668551598404,-0.04990719577042634,0,-0.11921234797502112,-0.23656016378728295
605,"Wish the child recover soon...
❤️❤️❤️",MYR,6000,37.0,5.0,"['wish', 'the', 'child', 'recover', 'soon']","['wish', 'the', 'child', 'recover', 'soon']","['wish', 'the', 'child', 'recov', 'soon']",wish the child recover soon,wish the child recov soon,0,-0.0570717261342062,0.1852230332915454,0,-0.10626217531505155,0.06233427491285943
608,Doing our bit to help families in need.,SGD,20000,39.0,8.0,"['doing', 'our', 'bit', 'to', 'help', 'families', 'in', 'need']","['doing', 'our', 'bit', 'to', 'help', 'family', 'in', 'need']","['do', 'our', 'bit', 'to', 'help', 'famili', 'in', 'need']",doing our bit to help family in need,do our bit to help famili in need,2,-0.09138903250184031,-0.14720599317004657,0,-0.23727547513478264,-0.04357252855480843
609,Happy Birthday Amy! This is the best time to Fundraise for such a good cause. May the Blessings be with you always Xoxo!,SGD,10000,120.0,23.0,"['happy', 'birthday', 'amy', 'this', 'is', 'the', 'best', 'time', 'to', 'fundraise', 'for', 'such', 'a', 'good', 'cause', 'may', 'the', 'blessings', 'be', 'with', 'you', 'always', 'xoxo']","['happy', 'birthday', 'amy', 'this', 'is', 'the', 'best', 'time', 'to', 'fundraise', 'for', 'such', 'a', 'good', 'cause', 'may', 'the', 'blessing', 'be', 'with', 'you', 'always', 'xoxo']","['happi', 'birthday', 'ami', 'thi', 'is', 'the', 'best', 'time', 'to', 'fundrais', 'for', 'such', 'a', 'good', 'caus', 'may', 'the', 'bless', 'be', 'with', 'you', 'alway', 'xoxo']",happy birthday amy this is the best time to fundraise for such a good cause may the blessing be with you always xoxo,happi birthday ami thi is the best time to fundrais for such a good caus may the bless be with you alway xoxo,0,-0.0733824157347182,-0.04531166990340739,0,-0.21947755957659146,-0.0348246321506504
610,Be strong and pray for your speedy recovery 🙏,SGD,5000,45.0,9.0,"['be', 'strong', 'and', 'pray', 'for', 'your', 'speedy', 'recovery']","['be', 'strong', 'and', 'pray', 'for', 'your', 'speedy', 'recovery']","['be', 'strong', 'and', 'pray', 'for', 'your', 'speedi', 'recoveri']",be strong and pray for your speedy recovery,be strong and pray for your speedi recoveri,3,-0.07913148076289252,0.6650983211667217,0,-0.15452920367860726,1.2487347863077016
611,"May Myanmar have good days again...
😌😌😌",SGD,2000,39.0,6.0,"['may', 'myanmar', 'have', 'good', 'days', 'again']","['may', 'myanmar', 'have', 'good', 'day', 'again']","['may', 'myanmar', 'have', 'good', 'day', 'again']",may myanmar have good day again,may myanmar have good day again,0,-0.0749991950968469,-0.026351984631214,0,-0.17493040888543615,-0.07410812421410985
613,Praying for your child to recover completely. God loves you!,SGD,10000,60.0,10.0,"['praying', 'for', 'your', 'child', 'to', 'recover', 'completely', 'god', 'loves', 'you']","['praying', 'for', 'your', 'child', 'to', 'recover', 'completely', 'god', 'love', 'you']","['pray', 'for', 'your', 'child', 'to', 'recov', 'complet', 'god', 'love', 'you']",praying for your child to recover completely god love you,pray for your child to recov complet god love you,0,-0.08677005501623582,0.07792764910421715,0,-0.18328728804444067,0.29909135393853775
618,"Same as an overseas worker, being overseas alone, any precious kindness received are heart-warming. Bless to All.. . 🙏🙏",SGD,10000,119.0,19.0,"['same', 'as', 'an', 'overseas', 'worker', 'being', 'overseas', 'alone', 'any', 'precious', 'kindness', 'received', 'are', 'heart', 'warming', 'bless', 'to', 'all']","['same', 'a', 'an', 'overseas', 'worker', 'being', 'overseas', 'alone', 'any', 'precious', 'kindness', 'received', 'are', 'heart', 'warming', 'bless', 'to', 'all']","['same', 'as', 'an', 'oversea', 'worker', 'be', 'oversea', 'alon', 'ani', 'preciou', 'kind', 'receiv', 'are', 'heart', 'warm', 'bless', 'to', 'all']",same a an overseas worker being overseas alone any precious kindness received are heart warming bless to all,same as an oversea worker be oversea alon ani preciou kind receiv are heart warm bless to all,0,-0.06206969775932685,0.00689571384652967,0,-0.1901633486701777,0.08285866017657764
619,Speedy recover,SGD,4400,14.0,2.0,"['speedy', 'recover']","['speedy', 'recover']","['speedi', 'recov']",speedy recover,speedi recov,3,-0.09845785324921777,0.4601921784564908,0,-0.1722105840660447,0.2687664509391814
620,"I wish you a speedy recovery, stay strong and return to your love one back home.",SGD,5000,80.0,16.0,"['i', 'wish', 'you', 'a', 'speedy', 'recovery', 'stay', 'strong', 'and', 'return', 'to', 'your', 'love', 'one', 'back', 'home']","['i', 'wish', 'you', 'a', 'speedy', 'recovery', 'stay', 'strong', 'and', 'return', 'to', 'your', 'love', 'one', 'back', 'home']","['i', 'wish', 'you', 'a', 'speedi', 'recoveri', 'stay', 'strong', 'and', 'return', 'to', 'your', 'love', 'one', 'back', 'home']",i wish you a speedy recovery stay strong and return to your love one back home,i wish you a speedi recoveri stay strong and return to your love one back home,3,-0.07350226436014738,0.4777031077520392,0,0.006927197516830345,1.4363258775972705
621,"Mental health is a topic very close to my heart and I believe that we all deserve to live meaningful and fulfilling lives, for which we need to prioritize our mental health :)",SGD,1300,175.0,33.0,"['mental', 'health', 'is', 'a', 'topic', 'very', 'close', 'to', 'my', 'heart', 'and', 'i', 'believe', 'that', 'we', 'all', 'deserve', 'to', 'live', 'meaningful', 'and', 'fulfilling', 'lives', 'for', 'which', 'we', 'need', 'to', 'prioritize', 'our', 'mental', 'health']","['mental', 'health', 'is', 'a', 'topic', 'very', 'close', 'to', 'my', 'heart', 'and', 'i', 'believe', 'that', 'we', 'all', 'deserve', 'to', 'live', 'meaningful', 'and', 'fulfilling', 'life', 'for', 'which', 'we', 'need', 'to', 'prioritize', 'our', 'mental', 'health']","['mental', 'health', 'is', 'a', 'topic', 'veri', 'close', 'to', 'my', 'heart', 'and', 'i', 'believ', 'that', 'we', 'all', 'deserv', 'to', 'live', 'meaning', 'and', 'fulfil', 'live', 'for', 'which', 'we', 'need', 'to', 'priorit', 'our', 'mental', 'health']",mental health is a topic very close to my heart and i believe that we all deserve to live meaningful and fulfilling life for which we need to prioritize our mental health,mental health is a topic veri close to my heart and i believ that we all deserv to live meaning and fulfil live for which we need to priorit our mental health,2,-0.0920012947143608,-0.1312841873585762,0,-0.2756019808572008,-0.34608197005430413
622,"We benefited so much from Bernard and Ying, and the CEP community. Nothing can be more important that protecting and sharing God’s plan of Love to others!",SGD,60000,154.0,27.0,"['we', 'benefited', 'so', 'much', 'from', 'bernard', 'and', 'ying', 'and', 'the', 'cep', 'community', 'nothing', 'can', 'be', 'more', 'important', 'that', 'protecting', 'and', 'sharing', 'god', 's', 'plan', 'of', 'love', 'to', 'others']","['we', 'benefited', 'so', 'much', 'from', 'bernard', 'and', 'ying', 'and', 'the', 'cep', 'community', 'nothing', 'can', 'be', 'more', 'important', 'that', 'protecting', 'and', 'sharing', 'god', 's', 'plan', 'of', 'love', 'to', 'others']","['we', 'benefit', 'so', 'much', 'from', 'bernard', 'and', 'ying', 'and', 'the', 'cep', 'commun', 'noth', 'can', 'be', 'more', 'import', 'that', 'protect', 'and', 'share', 'god', 's', 'plan', 'of', 'love', 'to', 'other']",we benefited so much from bernard and ying and the cep community nothing can be more important that protecting and sharing god s plan of love to others,we benefit so much from bernard and ying and the cep commun noth can be more import that protect and share god s plan of love to other,0,-0.082430980197903,-0.045243851278412094,0,-0.21599491699942955,0.09346402129702851
623,"Joceline is a precious little girl. Stay strong & be brave little one :) May your life be a blessing, hope, and testimony for others. Fighting!",MYR,4000,143.0,26.0,"['joceline', 'is', 'a', 'precious', 'little', 'girl', 'stay', 'strong', 'be', 'brave', 'little', 'one', 'may', 'your', 'life', 'be', 'a', 'blessing', 'hope', 'and', 'testimony', 'for', 'others', 'fighting']","['joceline', 'is', 'a', 'precious', 'little', 'girl', 'stay', 'strong', 'be', 'brave', 'little', 'one', 'may', 'your', 'life', 'be', 'a', 'blessing', 'hope', 'and', 'testimony', 'for', 'others', 'fighting']","['jocelin', 'is', 'a', 'preciou', 'littl', 'girl', 'stay', 'strong', 'be', 'brave', 'littl', 'one', 'may', 'your', 'life', 'be', 'a', 'bless', 'hope', 'and', 'testimoni', 'for', 'other', 'fight']",joceline is a precious little girl stay strong be brave little one may your life be a blessing hope and testimony for others fighting,jocelin is a preciou littl girl stay strong be brave littl one may your life be a bless hope and testimoni for other fight,0,-0.06668464856962572,-0.04980321962246157,0,0.09967328596179016,0.2637124289949229
626,Wish to help,SGD,10000,12.0,3.0,"['wish', 'to', 'help']","['wish', 'to', 'help']","['wish', 'to', 'help']",wish to help,wish to help,0,-0.01873578448834582,0.1658728303401361,0,-0.10388706164752086,-0.07455089157406482
628,Pity to him...,SGD,5000,14.0,3.0,"['pity', 'to', 'him']","['pity', 'to', 'him']","['piti', 'to', 'him']",pity to him,piti to him,0,-0.0373134052579872,-0.01937314478888191,0,-0.11088799687211005,-0.21522336475909576
631,Please help this family they are in need🙏,SGD,10000,41.0,8.0,"['please', 'help', 'this', 'family', 'they', 'are', 'in', 'need']","['please', 'help', 'this', 'family', 'they', 'are', 'in', 'need']","['pleas', 'help', 'thi', 'famili', 'they', 'are', 'in', 'need']",please help this family they are in need,pleas help thi famili they are in need,2,-0.08420810378731217,-0.1498123100186464,0,-0.22300340925122306,-0.03624283663812836
633,Thank you for the amazing work that you provide for these treasures!,THB,50000,68.0,12.0,"['thank', 'you', 'for', 'the', 'amazing', 'work', 'that', 'you', 'provide', 'for', 'these', 'treasures']","['thank', 'you', 'for', 'the', 'amazing', 'work', 'that', 'you', 'provide', 'for', 'these', 'treasure']","['thank', 'you', 'for', 'the', 'amaz', 'work', 'that', 'you', 'provid', 'for', 'these', 'treasur']",thank you for the amazing work that you provide for these treasure,thank you for the amaz work that you provid for these treasur,0,-0.055165625481539,-0.031247889640743983,0,-0.13696736441460433,-0.21676744427243036
634,I want to help,SGD,2000,14.0,4.0,"['i', 'want', 'to', 'help']","['i', 'want', 'to', 'help']","['i', 'want', 'to', 'help']",i want to help,i want to help,0,-0.12736165484430303,-0.18359205665871067,0,-0.17855182462182712,-0.24911825846211783
635,I wan the kids stay healthy and happy and sirvived,MYR,10000,50.0,10.0,"['i', 'wan', 'the', 'kids', 'stay', 'healthy', 'and', 'happy', 'and', 'sirvived']","['i', 'wan', 'the', 'kid', 'stay', 'healthy', 'and', 'happy', 'and', 'sirvived']","['i', 'wan', 'the', 'kid', 'stay', 'healthi', 'and', 'happi', 'and', 'sirviv']",i wan the kid stay healthy and happy and sirvived,i wan the kid stay healthi and happi and sirviv,0,-0.03508982235764104,-0.02529225664774327,0,-0.0015664334220740295,-0.1020385903548632
636,Pay it forward!Count our blessings and give away some of our blessings unto others in need.Majulah Singapura!,SGD,1500,109.0,17.0,"['pay', 'it', 'forward', 'count', 'our', 'blessings', 'and', 'give', 'away', 'some', 'of', 'our', 'blessings', 'unto', 'others', 'in', 'need', 'majulah', 'singapura']","['pay', 'it', 'forward', 'count', 'our', 'blessing', 'and', 'give', 'away', 'some', 'of', 'our', 'blessing', 'unto', 'others', 'in', 'need', 'majulah', 'singapura']","['pay', 'it', 'forward', 'count', 'our', 'bless', 'and', 'give', 'away', 'some', 'of', 'our', 'bless', 'unto', 'other', 'in', 'need', 'majulah', 'singapura']",pay it forward count our blessing and give away some of our blessing unto others in need majulah singapura,pay it forward count our bless and give away some of our bless unto other in need majulah singapura,2,-0.10180125953476674,-0.1388946733532662,0,-0.26230333397877365,-0.203708303491148
637,Education should be made accessible to everyone.,SGD,2000,48.0,7.0,"['education', 'should', 'be', 'made', 'accessible', 'to', 'everyone']","['education', 'should', 'be', 'made', 'accessible', 'to', 'everyone']","['educ', 'should', 'be', 'made', 'access', 'to', 'everyon']",education should be made accessible to everyone,educ should be made access to everyon,0,-0.04025062727101868,-0.03353605780720537,0,-0.12191456714433305,-0.22413265395666654
638,"Very sad for him and his loved ones. Islam Haduil, stay strong, keep fighting, give us a chance to bring you back home 💪",SGD,5000,120.0,24.0,"['very', 'sad', 'for', 'him', 'and', 'his', 'loved', 'ones', 'islam', 'haduil', 'stay', 'strong', 'keep', 'fighting', 'give', 'us', 'a', 'chance', 'to', 'bring', 'you', 'back', 'home']","['very', 'sad', 'for', 'him', 'and', 'his', 'loved', 'one', 'islam', 'haduil', 'stay', 'strong', 'keep', 'fighting', 'give', 'u', 'a', 'chance', 'to', 'bring', 'you', 'back', 'home']","['veri', 'sad', 'for', 'him', 'and', 'hi', 'love', 'one', 'islam', 'haduil', 'stay', 'strong', 'keep', 'fight', 'give', 'us', 'a', 'chanc', 'to', 'bring', 'you', 'back', 'home']",very sad for him and his loved one islam haduil stay strong keep fighting give u a chance to bring you back home,veri sad for him and hi love one islam haduil stay strong keep fight give us a chanc to bring you back home,0,-0.04050294479473997,-0.05026248084767931,0,0.17661693257203193,0.010494540731234873
639,Speedy recovery,SGD,4000,15.0,2.0,"['speedy', 'recovery']","['speedy', 'recovery']","['speedi', 'recoveri']",speedy recovery,speedi recoveri,3,-0.12449112076869782,0.858137712979561,0,-0.3111589815015086,1.0578809944858838
641,I donated because I believe everyone deserves to study in a good learning environment.,SGD,3000,86.0,14.0,"['i', 'donated', 'because', 'i', 'believe', 'everyone', 'deserves', 'to', 'study', 'in', 'a', 'good', 'learning', 'environment']","['i', 'donated', 'because', 'i', 'believe', 'everyone', 'deserves', 'to', 'study', 'in', 'a', 'good', 'learning', 'environment']","['i', 'donat', 'becaus', 'i', 'believ', 'everyon', 'deserv', 'to', 'studi', 'in', 'a', 'good', 'learn', 'environ']",i donated because i believe everyone deserves to study in a good learning environment,i donat becaus i believ everyon deserv to studi in a good learn environ,0,-0.05712573085024101,-0.05660124185374582,0,-0.15998353945841975,-0.26114941336429415
642,"Dear India, please stay strong because miracle will happen!",SGD,2500,59.0,9.0,"['dear', 'india', 'please', 'stay', 'strong', 'because', 'miracle', 'will', 'happen']","['dear', 'india', 'please', 'stay', 'strong', 'because', 'miracle', 'will', 'happen']","['dear', 'india', 'pleas', 'stay', 'strong', 'becaus', 'miracl', 'will', 'happen']",dear india please stay strong because miracle will happen,dear india pleas stay strong becaus miracl will happen,0,-0.0021898538371859684,-0.034206210086019734,0,0.23494873625490006,-0.04505008132073737
643,Its the month of blessing and sharing with those in need.,SGD,5000,57.0,11.0,"['its', 'the', 'month', 'of', 'blessing', 'and', 'sharing', 'with', 'those', 'in', 'need']","['it', 'the', 'month', 'of', 'blessing', 'and', 'sharing', 'with', 'those', 'in', 'need']","['it', 'the', 'month', 'of', 'bless', 'and', 'share', 'with', 'those', 'in', 'need']",it the month of blessing and sharing with those in need,it the month of bless and share with those in need,2,-0.09543425556679057,-0.14134955457520618,0,-0.1930158226963528,-0.24906141099413334
644,I wanna help!,SGD,6500,13.0,3.0,"['i', 'wanna', 'help']","['i', 'wanna', 'help']","['i', 'wanna', 'help']",i wanna help,i wanna help,0,-0.0373134052579872,-0.01937314478888191,0,-0.11088799687211005,-0.21522336475909576
645,"Ain society is giving an important support, hope and assistance  to patients and their families.",SGD,20000,96.0,16.0,"['ain', 'society', 'is', 'giving', 'an', 'important', 'support', 'hope', 'and', 'assistance', 'to', 'patients', 'and', 'their', 'families']","['ain', 'society', 'is', 'giving', 'an', 'important', 'support', 'hope', 'and', 'assistance', 'to', 'patient', 'and', 'their', 'family']","['ain', 'societi', 'is', 'give', 'an', 'import', 'support', 'hope', 'and', 'assist', 'to', 'patient', 'and', 'their', 'famili']",ain society is giving an important support hope and assistance to patient and their family,ain societi is give an import support hope and assist to patient and their famili,0,-0.0919653315577145,-0.054075931374309424,0,-0.26960387812312986,-0.03195857086857905
646,Pray for comfort for you and your family. I'm really sorry this happened. My heart goes out to you and your family.,SGD,5000,115.0,22.0,"['pray', 'for', 'comfort', 'for', 'you', 'and', 'your', 'family', 'i', 'm', 'really', 'sorry', 'this', 'happened', 'my', 'heart', 'goes', 'out', 'to', 'you', 'and', 'your', 'family']","['pray', 'for', 'comfort', 'for', 'you', 'and', 'your', 'family', 'i', 'm', 'really', 'sorry', 'this', 'happened', 'my', 'heart', 'go', 'out', 'to', 'you', 'and', 'your', 'family']","['pray', 'for', 'comfort', 'for', 'you', 'and', 'your', 'famili', 'i', 'm', 'realli', 'sorri', 'thi', 'happen', 'my', 'heart', 'goe', 'out', 'to', 'you', 'and', 'your', 'famili']",pray for comfort for you and your family i m really sorry this happened my heart go out to you and your family,pray for comfort for you and your famili i m realli sorri thi happen my heart goe out to you and your famili,0,-0.07810031244804602,-0.003143879393964946,0,-0.2501670261976963,0.42731318771917837
647,I donated because India is currently accounting for almost half the worldwide cases just last week and they deserve more help than they're getting now.,SGD,2500,151.0,25.0,"['i', 'donated', 'because', 'india', 'is', 'currently', 'accounting', 'for', 'almost', 'half', 'the', 'worldwide', 'cases', 'just', 'last', 'week', 'and', 'they', 'deserve', 'more', 'help', 'than', 'they', 're', 'getting', 'now']","['i', 'donated', 'because', 'india', 'is', 'currently', 'accounting', 'for', 'almost', 'half', 'the', 'worldwide', 'case', 'just', 'last', 'week', 'and', 'they', 'deserve', 'more', 'help', 'than', 'they', 're', 'getting', 'now']","['i', 'donat', 'becaus', 'india', 'is', 'current', 'account', 'for', 'almost', 'half', 'the', 'worldwid', 'case', 'just', 'last', 'week', 'and', 'they', 'deserv', 'more', 'help', 'than', 'they', 're', 'get', 'now']",i donated because india is currently accounting for almost half the worldwide case just last week and they deserve more help than they re getting now,i donat becaus india is current account for almost half the worldwid case just last week and they deserv more help than they re get now,0,-0.05548106325798749,-0.05303543125586094,0,-0.12337312601098394,-0.259181938024795
648,"I personally deal with patients who are in need such as these on a daily basis, often with poor social support and have to rely on NGOs such as WAO who have been one the best to work with to help them.",MYR,10000,201.0,42.0,"['i', 'personally', 'deal', 'with', 'patients', 'who', 'are', 'in', 'need', 'such', 'as', 'these', 'on', 'a', 'daily', 'basis', 'often', 'with', 'poor', 'social', 'support', 'and', 'have', 'to', 'rely', 'on', 'ngos', 'such', 'as', 'wao', 'who', 'have', 'been', 'one', 'the', 'best', 'to', 'work', 'with', 'to', 'help', 'them']","['i', 'personally', 'deal', 'with', 'patient', 'who', 'are', 'in', 'need', 'such', 'a', 'these', 'on', 'a', 'daily', 'basis', 'often', 'with', 'poor', 'social', 'support', 'and', 'have', 'to', 'rely', 'on', 'ngo', 'such', 'a', 'wao', 'who', 'have', 'been', 'one', 'the', 'best', 'to', 'work', 'with', 'to', 'help', 'them']","['i', 'person', 'deal', 'with', 'patient', 'who', 'are', 'in', 'need', 'such', 'as', 'these', 'on', 'a', 'daili', 'basi', 'often', 'with', 'poor', 'social', 'support', 'and', 'have', 'to', 'reli', 'on', 'ngo', 'such', 'as', 'wao', 'who', 'have', 'been', 'one', 'the', 'best', 'to', 'work', 'with', 'to', 'help', 'them']",i personally deal with patient who are in need such a these on a daily basis often with poor social support and have to rely on ngo such a wao who have been one the best to work with to help them,i person deal with patient who are in need such as these on a daili basi often with poor social support and have to reli on ngo such as wao who have been one the best to work with to help them,2,-0.10301395565321236,-0.11768215368877917,0,-0.23423789784430588,-0.27379454790555185
649,amitābha,HKD,600,8.0,1.0,"['amit', 'bha']","['amit', 'bha']","['amit', 'bha']",amit bha,amit bha,0,-0.0373134052579872,-0.01937314478888191,0,-0.11088799687211005,-0.21522336475909576
650,Everyone has the right to breath.,SGD,25000,33.0,6.0,"['everyone', 'has', 'the', 'right', 'to', 'breath']","['everyone', 'ha', 'the', 'right', 'to', 'breath']","['everyon', 'ha', 'the', 'right', 'to', 'breath']",everyone ha the right to breath,everyon ha the right to breath,0,-0.04025062727101868,-0.03353605780720537,0,-0.12191456714433305,-0.22413265395666654
651,I donated because I can. Because I have the means to help people who are in a very touch spot!,SGD,7500,94.0,20.0,"['i', 'donated', 'because', 'i', 'can', 'because', 'i', 'have', 'the', 'means', 'to', 'help', 'people', 'who', 'are', 'in', 'a', 'very', 'touch', 'spot']","['i', 'donated', 'because', 'i', 'can', 'because', 'i', 'have', 'the', 'mean', 'to', 'help', 'people', 'who', 'are', 'in', 'a', 'very', 'touch', 'spot']","['i', 'donat', 'becaus', 'i', 'can', 'becaus', 'i', 'have', 'the', 'mean', 'to', 'help', 'peopl', 'who', 'are', 'in', 'a', 'veri', 'touch', 'spot']",i donated because i can because i have the mean to help people who are in a very touch spot,i donat becaus i can becaus i have the mean to help peopl who are in a veri touch spot,2,-0.08044977796537396,-0.12443274877546472,0,-0.14863498928593918,-0.24821388977871792
652,Sharing is caring!,SGD,10000,18.0,3.0,"['sharing', 'is', 'caring']","['sharing', 'is', 'caring']","['share', 'is', 'care']",sharing is caring,share is care,0,-0.05266445134746854,-0.028053480579764648,0,-0.1226441199897515,-0.22323370905127857
653,This is Allah's blessing,SGD,10000,24.0,4.0,"['this', 'is', 'allah', 's', 'blessing']","['this', 'is', 'allah', 's', 'blessing']","['thi', 'is', 'allah', 's', 'bless']",this is allah s blessing,thi is allah s bless,0,-0.0593384119432222,-0.026936910175387473,0,-0.1547314410748396,-0.16551993481395388
654,amitābha,SGD,100,8.0,1.0,"['amit', 'bha']","['amit', 'bha']","['amit', 'bha']",amit bha,amit bha,0,-0.0373134052579872,-0.01937314478888191,0,-0.11088799687211005,-0.21522336475909576
